Time,rwl_wheel_direction,rwl_wheel_speed,rwl_est_frict_torque,rwl_frict_coeff,rwl_meas_ang_mom
5659205,0,0.631197463422382,0.699889199855221,0.0280169921666551,0.631186376453166
5662805,0,0.632208256243753,0.702567204228751,0.0280793261048962,0.632195955544317
5666405,0,0.633144031941947,0.703834729867691,0.0280889177465023,0.633130727539119
5670005,0,0.634081720929681,0.703435371450137,0.0280317068107104,0.634069041928032
5673605,0,0.635069381323072,0.700959719878462,0.0278888253548096,0.635056785766678
5677205,0,0.636087650208756,0.696037084810984,0.0276486847125654,0.636076265007881
5680805,0,0.637109478484634,0.693298352390419,0.027494704636064,0.637096585912366
5684405,0,0.638120702612842,0.691834470550089,0.0273938733323897,0.638108232502398
5688005,0,0.639124884099737,0.6917438113139,0.0273469487424284,0.639111592474354
5691605,0,0.640108119965568,0.692091293880892,0.0273194984574319,0.6400967525004
5695501,0,0.641143709450623,0.692503936728625,0.0272921466815293,0.641132480665962
5698805,0,0.642147148187584,0.692895586904699,0.0272651442999038,0.642134747808238
5702405,0,0.643148805352679,0.6931849120018,0.0272346173503307,0.643136108996888
5706005,0,0.644142670060732,0.693480135739239,0.0272053350560973,0.644124559105726
5709605,0,0.645122582479432,0.693826304850263,0.027176266229601,0.645106554181529
5713205,0,0.646105438717341,0.694220223667753,0.0271505566185983,0.646088529451042
5716805,0,0.647081379694768,0.69479016640485,0.0271310810210573,0.647067996826854
5720405,0,0.648055556894341,0.695472069391081,0.0271170592568064,0.648044463645952
5724005,0,0.649025311768275,0.696247541190662,0.0271062354403725,0.649014676586086
5727605,0,0.649987470988549,0.697203411880342,0.0271034801527914,0.649976087770641
5731205,0,0.650945284709188,0.698155868597322,0.0271007402628152,0.650934460713438
5734805,0,0.651899776970229,0.699253292819444,0.0271039887641092,0.651889402019388
5738405,0,0.652857581950186,0.700200761856389,0.0271014544334121,0.652847673396397
5742005,0,0.653812600032325,0.701219349537591,0.0271007427460446,0.653802543468423
5745605,0,0.654764479749175,0.702132824679883,0.02709585142228,0.654752312731907
5749205,0,0.655712290908036,0.702876730987236,0.0270848476528937,0.655700268517556
5752805,0,0.656162287958827,0.703197191966845,0.027077985269638,0.656148834971778
5756405,0,0.654486652534803,0.701548066337585,0.0270851138081373,0.654472724635043
5760005,0,0.649515745979547,0.697117912457011,0.0271227360615764,0.649501396849214
5763605,0,0.639675666600321,0.688407161913639,0.0271979461668365,0.63965893202162
5767205,0,0.62644087609785,0.676897109203744,0.0273083610043987,0.626426282975162
5770805,0,0.619416175362503,0.671240216268112,0.0273847403082217,0.619401105599769
5774405,0,0.615355873638142,0.668159530849865,0.0274370608198093,0.615342613896276
5778005,0,0.613848254845932,0.667276425695043,0.0274678566700076,0.613837707632347
5781605,0,0.613367138202901,0.667198541604964,0.0274858080919676,0.613356172739321
5785205,0,0.61285532842096,0.666984102346167,0.02749978832912,0.61284156140767
5788805,0,0.612328228884006,0.666804608364495,0.0275158133447347,0.612315184989196
5792405,0,0.611803009053965,0.66665483426784,0.027533083256161,0.611788432179859
5796005,0,0.611278942074029,0.666478446034451,0.0275495027508511,0.611263653699154
5799605,0,0.610753495446262,0.66626625462374,0.0275647029291479,0.610740895044878
5803205,0,0.61022872047099,0.666005487685957,0.0275769868477975,0.610216386333937
5806805,0,0.609707477191748,0.665749581292314,0.0275902081858577,0.609693199816544
5810405,0,0.609176518413163,0.665525232912316,0.0276053106599618,0.609163890398691
5814005,0,0.608640156972318,0.665386070923574,0.0276235047274652,0.608628111561807
5817605,0,0.608100369643713,0.665129058233973,0.0276386352136158,0.608089252202385
5821205,0,0.607551789647892,0.665026252303438,0.0276587736811018,0.607540374136216
5824805,0,0.607019386356408,0.664875472337499,0.0276771800423068,0.607007598153914
5828405,0,0.606484828256508,0.664680876961955,0.0276930784823445,0.606474871805572
5832005,0,0.605951528354946,0.664452676578023,0.0277089887603537,0.605939823690878
5835605,0,0.605410704105298,0.664223446820693,0.0277230626377313,0.605398017544866
5839205,0,0.600968651204095,0.660589688209689,0.0277832702525082,0.600951517873702
5842805,0,0.588523865266664,0.649944888745107,0.0279345285254028,0.588500492021349
5846405,0,0.567868308373213,0.63226254005873,0.028189701502748,0.567839690695009
5850005,0,0.527284163644636,0.597477832898042,0.028691471347768,0.527239343013395
5853605,0,0.505104009872007,0.579209580043761,0.0290138701934387,0.505080947240756
5857205,0,0.491601551129167,0.56883677393697,0.0292496767181473,0.491587825146504
5860805,0,0.486225357037517,0.565437130734104,0.0293847455899201,0.48621848723091
5864405,0,0.485122870289549,0.565241202034219,0.029441919004203,0.485121254093447
5868005,0,0.48421197011557,0.565154047707521,0.0294915745490279,0.484207092140975
5871605,0,0.483317791788535,0.564779987196263,0.0295269172845321,0.483307551985469
5875205,0,0.482431913890243,0.564342192606326,0.0295581787319811,0.482419868831527
5878805,0,0.4815496587751,0.5637267368215,0.0295791661584262,0.481535877892723
5882405,0,0.480667731665593,0.56312182850827,0.0296025035234634,0.480653378270589
5886005,0,0.479774267774397,0.562524367260196,0.0296261305737404,0.479763821434655
5889605,0,0.478878366612708,0.562012844000871,0.0296543236004726,0.478867818617949
5893205,0,0.477981268437464,0.561531421500063,0.0296845158753259,0.477971438491232
5896805,0,0.477084420521779,0.561014711844095,0.0297151204770347,0.477071023307395
5900405,0,0.476179854582871,0.560389179738343,0.0297389217862572,0.476167345609832
